DATE,Year,Month,Week,Facility_Name,Total_Traffic,Cash,EZPass,Violations,Violation_Rate,Facility,Violation_Flag
2013-02-14,2013,2,7,Bayonne,10520,1095,9108,317,0.030133079847908747,Bayonne,1
2013-02-15,2013,2,7,Bayonne,11001,1291,9380,330,0.029997272975184074,Bayonne,1
2013-02-16,2013,2,7,Bayonne,7358,1209,5939,210,0.028540364229410167,Bayonne,1
2013-02-17,2013,2,7,Bayonne,6548,1091,5305,152,0.023213194868662187,Bayonne,1
2013-02-18,2013,2,8,Bayonne,7704,989,6493,222,0.02881619937694704,Bayonne,1
2013-02-19,2013,2,8,Bayonne,10009,1004,8720,285,0.028474373064242182,Bayonne,1
2013-02-20,2013,2,8,Bayonne,10056,959,8831,266,0.02645186953062848,Bayonne,1
2013-02-21,2013,2,8,Bayonne,10312,975,9050,287,0.027831652443754847,Bayonne,1
2013-02-22,2013,2,8,Bayonne,10462,1130,9044,288,0.027528197285413877,Bayonne,1
2013-02-23,2013,2,8,Bayonne,7037,1075,5809,153,0.021742219695893135,Bayonne,1
2013-02-24,2013,2,8,Bayonne,6674,1009,5537,128,0.01917890320647288,Bayonne,1
2013-02-25,2013,2,9,Bayonne,10017,985,8699,333,0.03324348607367475,Bayonne,1
2013-02-26,2013,2,9,Bayonne,10124,979,8867,278,0.02745950217305413,Bayonne,1
2013-02-27,2013,2,9,Bayonne,9771,1000,8523,248,0.02538123017091393,Bayonne,1
2013-02-28,2013,2,9,Bayonne,10665,1155,9210,300,0.02812939521800281,Bayonne,1
2013-03-01,2013,3,9,Bayonne,10754,1219,9248,287,0.026687744095220383,Bayonne,1
2013-03-02,2013,3,9,Bayonne,7709,1252,6256,201,0.026073420677130626,Bayonne,1
2013-03-03,2013,3,9,Bayonne,6481,1047,5284,150,0.023144576454250887,Bayonne,1
2013-03-04,2013,3,10,Bayonne,10187,1041,8858,288,0.0282713262000589,Bayonne,1
2013-03-05,2013,3,10,Bayonne,10725,1100,9361,264,0.024615384615384615,Bayonne,1
2013-03-06,2013,3,10,Bayonne,9790,948,8606,236,0.024106230847803882,Bayonne,1
2013-03-07,2013,3,10,Bayonne,9511,877,8377,257,0.0270213437072863,Bayonne,1
2013-03-08,2013,3,10,Bayonne,9286,941,8067,278,0.029937540383372818,Bayonne,1
2013-03-09,2013,3,10,Bayonne,7549,1187,6148,214,0.02834812557954696,Bayonne,1
2013-03-10,2013,3,10,Bayonne,6557,1002,5403,152,0.023181332926643282,Bayonne,1
2013-03-11,2013,3,11,Bayonne,9965,997,8687,281,0.028198695434019067,Bayonne,1
2013-03-12,2013,3,11,Bayonne,9846,922,8693,231,0.023461304082876295,Bayonne,1
2013-03-13,2013,3,11,Bayonne,10470,1061,9123,286,0.027316141356255968,Bayonne,1
2013-03-14,2013,3,11,Bayonne,10669,1085,9313,271,0.025400693598275376,Bayonne,1
2013-03-15,2013,3,11,Bayonne,11213,1275,9630,308,0.02746811736377419,Bayonne,1
2013-03-16,2013,3,11,Bayonne,7577,1194,6196,187,0.024679952487792003,Bayonne,1
2013-03-17,2013,3,11,Bayonne,6353,989,5230,134,0.02109239729261766,Bayonne,1
2013-03-18,2013,3,12,Bayonne,9322,935,8129,258,0.02767646427805192,Bayonne,1
2013-03-19,2013,3,12,Bayonne,9761,925,8554,282,0.028890482532527406,Bayonne,1
2013-03-20,2013,3,12,Bayonne,10416,1013,9129,274,0.02630568356374808,Bayonne,1
2013-03-21,2013,3,12,Bayonne,10335,1016,9036,283,0.027382680212868892,Bayonne,1
2013-03-22,2013,3,12,Bayonne,10636,1101,9240,295,0.027735990974050394,Bayonne,1
2013-03-23,2013,3,12,Bayonne,7684,1181,6300,203,0.02641853201457574,Bayonne,1
2013-03-24,2013,3,12,Bayonne,6781,1038,5594,149,0.021973160300840584,Bayonne,1
2013-03-25,2013,3,13,Bayonne,9102,863,7992,247,0.027136892990551525,Bayonne,1
2013-03-26,2013,3,13,Bayonne,9872,1031,8582,259,0.02623581847649919,Bayonne,1
2013-03-27,2013,3,13,Bayonne,9985,1018,8728,239,0.023935903855783675,Bayonne,1
2013-03-28,2013,3,13,Bayonne,10592,1108,9209,275,0.02596299093655589,Bayonne,1
2013-03-29,2013,3,13,Bayonne,9102,1202,7658,242,0.026587563172929027,Bayonne,1
2013-03-30,2013,3,13,Bayonne,7379,1219,5971,189,0.025613226724488413,Bayonne,1
2013-03-31,2013,3,13,Bayonne,7472,1183,6153,136,0.018201284796573874,Bayonne,1
2013-04-01,2013,4,14,Bayonne,9473,1079,8145,249,0.02628523171117914,Bayonne,1
2013-04-02,2013,4,14,Bayonne,9842,1033,8561,248,0.025198130461288357,Bayonne,1
2013-04-03,2013,4,14,Bayonne,10322,1025,9023,274,0.026545243169928307,Bayonne,1
2013-04-04,2013,4,14,Bayonne,10600,1093,9230,277,0.026132075471698112,Bayonne,1
2013-04-05,2013,4,14,Bayonne,10770,1186,9297,287,0.026648096564531105,Bayonne,1
2013-04-06,2013,4,14,Bayonne,7763,1229,6298,236,0.030400618317660697,Bayonne,1
2013-04-07,2013,4,14,Bayonne,6899,1129,5611,159,0.023046818379475285,Bayonne,1
2013-04-08,2013,4,15,Bayonne,9965,1027,8631,307,0.030807827395885598,Bayonne,1
2013-04-09,2013,4,15,Bayonne,10288,999,8988,301,0.02925738724727838,Bayonne,1
2013-04-10,2013,4,15,Bayonne,10371,1009,9087,275,0.02651624722784688,Bayonne,1
2013-04-11,2013,4,15,Bayonne,10550,1041,9208,301,0.02853080568720379,Bayonne,1
2013-04-12,2013,4,15,Bayonne,10458,1117,9059,282,0.026965002868617326,Bayonne,1
2013-04-13,2013,4,15,Bayonne,7912,1297,6398,217,0.027426693629929222,Bayonne,1
2013-04-14,2013,4,15,Bayonne,6698,1043,5463,192,0.02866527321588534,Bayonne,1
2013-04-15,2013,4,16,Bayonne,10132,1030,8787,315,0.031089617054875642,Bayonne,1
2013-04-16,2013,4,16,Bayonne,10546,1061,9182,303,0.028731272520386878,Bayonne,1
2013-04-17,2013,4,16,Bayonne,10426,1001,9138,287,0.027527335507385384,Bayonne,1
2013-04-18,2013,4,16,Bayonne,11221,1125,9780,316,0.028161482933784867,Bayonne,1
2013-04-19,2013,4,16,Bayonne,10665,1134,9210,321,0.03009845288326301,Bayonne,1
2013-04-20,2013,4,16,Bayonne,7877,1196,6423,258,0.0327535863907579,Bayonne,1
2013-04-21,2013,4,16,Bayonne,6667,1000,5519,148,0.022198890055497224,Bayonne,1
2013-04-22,2013,4,17,Bayonne,9910,976,8647,287,0.0289606458123108,Bayonne,1
2013-04-23,2013,4,17,Bayonne,10162,969,8922,271,0.026667978744341667,Bayonne,1
2013-04-24,2013,4,17,Bayonne,10491,994,9218,279,0.026594223620245924,Bayonne,1
2013-04-25,2013,4,17,Bayonne,10920,1061,9579,280,0.02564102564102564,Bayonne,1
2013-04-26,2013,4,17,Bayonne,11200,1237,9680,283,0.025267857142857144,Bayonne,1
2013-04-27,2013,4,17,Bayonne,8474,1350,6887,237,0.027967901817323577,Bayonne,1
2013-04-28,2013,4,17,Bayonne,7368,1121,6073,174,0.023615635179153095,Bayonne,1
2013-04-29,2013,4,18,Bayonne,9852,996,8544,312,0.031668696711327646,Bayonne,1
2013-04-30,2013,4,18,Bayonne,10249,990,8966,293,0.028588154941945557,Bayonne,1
2013-05-01,2013,5,18,Bayonne,10494,1036,9149,309,0.02944539736992567,Bayonne,1
2013-05-02,2013,5,18,Bayonne,10831,1153,9354,324,0.029914135352229712,Bayonne,1
2013-05-03,2013,5,18,Bayonne,11185,1186,9641,358,0.03200715243629861,Bayonne,1
2013-05-04,2013,5,18,Bayonne,8340,1284,6849,207,0.024820143884892086,Bayonne,1
2013-05-05,2013,5,18,Bayonne,7397,1219,5993,185,0.025010139245640124,Bayonne,1
2013-05-06,2013,5,19,Bayonne,9912,978,8655,279,0.028147699757869248,Bayonne,1
2013-05-07,2013,5,19,Bayonne,10569,1045,9228,296,0.028006433910492953,Bayonne,1
2013-05-08,2013,5,19,Bayonne,10501,1043,9181,277,0.02637844014855728,Bayonne,1
2013-05-09,2013,5,19,Bayonne,10664,996,9401,267,0.025037509377344336,Bayonne,1
2013-05-10,2013,5,19,Bayonne,11097,1256,9495,346,0.031179598089573757,Bayonne,1
2013-05-11,2013,5,19,Bayonne,8356,1339,6807,210,0.025131641933939686,Bayonne,1
2013-05-12,2013,5,19,Bayonne,7946,1257,6514,175,0.02202365970299522,Bayonne,1
2013-05-13,2013,5,20,Bayonne,10251,1062,8852,337,0.03287484147888011,Bayonne,1
2013-05-14,2013,5,20,Bayonne,10552,1051,9202,300,0.02843062926459439,Bayonne,1
2013-05-15,2013,5,20,Bayonne,10243,1041,8930,272,0.02655472029678805,Bayonne,1
2013-05-16,2013,5,20,Bayonne,10733,1166,9254,313,0.02916239634771266,Bayonne,1
2013-05-17,2013,5,20,Bayonne,11186,1265,9588,333,0.029769354550330772,Bayonne,1
2013-05-18,2013,5,20,Bayonne,8020,1197,6564,259,0.03229426433915212,Bayonne,1
2013-05-19,2013,5,20,Bayonne,6882,1025,5706,151,0.021941296134844523,Bayonne,1
2013-05-20,2013,5,21,Bayonne,10045,1022,8732,291,0.028969636635141863,Bayonne,1
2013-05-21,2013,5,21,Bayonne,10534,1022,9192,320,0.03037782418834251,Bayonne,1
2013-05-22,2013,5,21,Bayonne,10983,1062,9614,307,0.02795228990257671,Bayonne,1
2013-05-23,2013,5,21,Bayonne,10707,1061,9321,325,0.030353974035677595,Bayonne,1
2013-05-24,2013,5,21,Bayonne,10637,1171,9139,327,0.030741750493560215,Bayonne,1
2013-05-25,2013,5,21,Bayonne,7142,1208,5714,220,0.03080369644357323,Bayonne,1
2013-05-26,2013,5,21,Bayonne,6553,1145,5257,151,0.023042881123149703,Bayonne,1
2013-05-27,2013,5,22,Bayonne,6653,1077,5399,177,0.026604539305576432,Bayonne,1
2013-05-28,2013,5,22,Bayonne,10511,1042,9162,307,0.029207496908001142,Bayonne,1
2013-05-29,2013,5,22,Bayonne,10550,1064,9136,350,0.03317535545023697,Bayonne,1
2013-05-30,2013,5,22,Bayonne,11653,1236,10064,353,0.030292628507680424,Bayonne,1
2013-05-31,2013,5,22,Bayonne,11446,1321,9736,389,0.0339856718504281,Bayonne,1
2013-06-01,2013,6,22,Bayonne,8066,1418,6375,273,0.03384577237788247,Bayonne,1
2013-06-02,2013,6,22,Bayonne,7313,1203,5919,191,0.026117872282237112,Bayonne,1
2013-06-03,2013,6,23,Bayonne,10094,1039,8743,312,0.030909451159104418,Bayonne,1
2013-06-04,2013,6,23,Bayonne,10603,1081,9209,313,0.02951994718475903,Bayonne,1
2013-06-05,2013,6,23,Bayonne,10826,1074,9387,365,0.03371513024200998,Bayonne,1
2013-06-06,2013,6,23,Bayonne,10680,1097,9279,304,0.02846441947565543,Bayonne,1
2013-06-07,2013,6,23,Bayonne,10153,1028,8832,293,0.028858465478183788,Bayonne,1
2013-06-08,2013,6,23,Bayonne,8480,1357,6862,261,0.030778301886792453,Bayonne,1
2013-06-09,2013,6,23,Bayonne,7583,1207,6172,204,0.02690228141896347,Bayonne,1
2013-06-10,2013,6,24,Bayonne,10032,984,8750,298,0.02970494417862839,Bayonne,1
2013-06-11,2013,6,24,Bayonne,10348,1013,9028,307,0.02966756861229223,Bayonne,1
2013-06-12,2013,6,24,Bayonne,10806,1053,9427,326,0.03016842494910235,Bayonne,1
2013-06-13,2013,6,24,Bayonne,10639,1082,9217,340,0.031957890779208575,Bayonne,1
2013-06-14,2013,6,24,Bayonne,11319,1241,9741,338,0.029861295167417617,Bayonne,1
2013-06-15,2013,6,24,Bayonne,8252,1432,6569,251,0.030416868637905964,Bayonne,1
2013-06-16,2013,6,24,Bayonne,7918,1303,6418,197,0.024880020207123012,Bayonne,1
2013-06-17,2013,6,25,Bayonne,10413,1122,8917,374,0.03591664265821569,Bayonne,1
2013-06-18,2013,6,25,Bayonne,10477,1032,9123,322,0.03073398873723394,Bayonne,1
2013-06-19,2013,6,25,Bayonne,11028,1099,9573,356,0.03228146536089953,Bayonne,1
2013-06-20,2013,6,25,Bayonne,11132,1168,9610,354,0.031800215594682,Bayonne,1
2013-06-21,2013,6,25,Bayonne,11559,1371,9823,365,0.031577126048966175,Bayonne,1
2013-06-22,2013,6,25,Bayonne,8536,1440,6819,277,0.03245079662605436,Bayonne,1
2013-06-23,2013,6,25,Bayonne,7725,1284,6227,214,0.027702265372168286,Bayonne,1
2013-06-24,2013,6,26,Bayonne,10538,1157,8977,404,0.03833744543556652,Bayonne,1
2013-06-25,2013,6,26,Bayonne,10651,1074,9189,388,0.03642850436578725,Bayonne,1
2013-06-26,2013,6,26,Bayonne,11106,1120,9611,375,0.0337655321447866,Bayonne,1
2013-06-27,2013,6,26,Bayonne,11327,1253,9734,340,0.030016774079632737,Bayonne,1
2013-06-28,2013,6,26,Bayonne,10364,1187,8839,338,0.03261289077576225,Bayonne,1
2013-06-29,2013,6,26,Bayonne,7962,1406,6317,239,0.03001758352172821,Bayonne,1
2013-06-30,2013,6,26,Bayonne,7575,1249,6148,178,0.023498349834983497,Bayonne,1
2013-07-01,2013,7,27,Bayonne,10043,1101,8603,339,0.03375485412725281,Bayonne,1
2013-07-02,2013,7,27,Bayonne,10487,1093,9068,326,0.03108610660818156,Bayonne,1
2013-07-03,2013,7,27,Bayonne,10963,1213,9381,369,0.03365867007206057,Bayonne,1
2013-07-04,2013,7,27,Bayonne,6220,1225,4806,189,0.030385852090032153,Bayonne,1
2013-07-05,2013,7,27,Bayonne,9350,1312,7701,337,0.0360427807486631,Bayonne,1
2013-07-06,2013,7,27,Bayonne,7468,1398,5806,264,0.03535083020889127,Bayonne,1
2013-07-07,2013,7,27,Bayonne,7763,1368,6187,208,0.026793765296921294,Bayonne,1
2013-07-08,2013,7,28,Bayonne,10247,1104,8832,311,0.030350346442861324,Bayonne,1
2013-07-09,2013,7,28,Bayonne,10438,1119,8989,330,0.03161525196397778,Bayonne,1
2013-07-10,2013,7,28,Bayonne,10661,1065,9220,376,0.03526873651627427,Bayonne,1
2013-07-11,2013,7,28,Bayonne,11224,1165,9685,374,0.03332145402708482,Bayonne,1
2013-07-12,2013,7,28,Bayonne,11328,1155,9821,352,0.031073446327683617,Bayonne,1
2013-07-13,2013,7,28,Bayonne,7656,1220,6208,228,0.029780564263322883,Bayonne,1
2013-07-14,2013,7,28,Bayonne,7676,1220,6241,215,0.028009379885356955,Bayonne,1
2013-07-15,2013,7,29,Bayonne,10253,1101,8743,409,0.03989076367892324,Bayonne,1
2013-07-16,2013,7,29,Bayonne,10279,1099,8797,383,0.0372604338943477,Bayonne,1
2013-07-17,2013,7,29,Bayonne,10637,1076,9192,369,0.03469023220832942,Bayonne,1
2013-07-18,2013,7,29,Bayonne,10704,1150,9182,372,0.034753363228699555,Bayonne,1
2013-07-19,2013,7,29,Bayonne,10764,1241,9150,373,0.034652545522110736,Bayonne,1
2013-07-20,2013,7,29,Bayonne,7589,1329,6010,250,0.03294241665568586,Bayonne,1
2013-07-21,2013,7,29,Bayonne,7717,1258,6255,204,0.02643514319035895,Bayonne,1
2013-07-22,2013,7,30,Bayonne,10230,1093,8778,359,0.03509286412512219,Bayonne,1
2013-07-23,2013,7,30,Bayonne,10291,1026,8927,338,0.03284423282479837,Bayonne,1
2013-07-24,2013,7,30,Bayonne,10508,1082,9118,308,0.029311001141987057,Bayonne,1
2013-07-25,2013,7,30,Bayonne,10955,1226,9403,326,0.02975810132359653,Bayonne,1
2013-07-26,2013,7,30,Bayonne,11071,1204,9543,324,0.02926564899286424,Bayonne,1
2013-07-27,2013,7,30,Bayonne,7696,1285,6175,236,0.030665280665280667,Bayonne,1
2013-07-28,2013,7,30,Bayonne,7722,1233,6286,203,0.02628852628852629,Bayonne,1
2013-07-29,2013,7,31,Bayonne,10169,1128,8715,326,0.03205821614711378,Bayonne,1
2013-07-30,2013,7,31,Bayonne,10425,1066,9048,311,0.029832134292565947,Bayonne,1
2013-07-31,2013,7,31,Bayonne,10730,1107,9258,365,0.03401677539608574,Bayonne,1
2013-08-01,2013,8,31,Bayonne,10618,1165,9155,298,0.028065549067621022,Bayonne,1
2013-08-02,2013,8,31,Bayonne,10947,1242,9344,361,0.032977071343747145,Bayonne,1
2013-08-03,2013,8,31,Bayonne,8131,1385,6495,251,0.030869511745172794,Bayonne,1
2013-08-04,2013,8,31,Bayonne,7855,1296,6351,208,0.026479949077021007,Bayonne,1
2013-08-05,2013,8,32,Bayonne,10289,1129,8844,316,0.030712411313052773,Bayonne,1
2013-08-06,2013,8,32,Bayonne,10514,1071,9109,334,0.03176716758607571,Bayonne,1
2013-08-07,2013,8,32,Bayonne,10786,1072,9352,362,0.03356202484702392,Bayonne,1
2013-08-08,2013,8,32,Bayonne,11239,1134,9735,370,0.032921078387756916,Bayonne,1
2013-08-09,2013,8,32,Bayonne,10790,1261,9162,367,0.034012974976830396,Bayonne,1
2013-08-10,2013,8,32,Bayonne,7386,1228,5923,235,0.03181695098835635,Bayonne,1
2013-08-11,2013,8,32,Bayonne,7656,1225,6210,221,0.0288662486938349,Bayonne,1
2013-08-12,2013,8,33,Bayonne,10354,1108,8914,332,0.0320649024531582,Bayonne,1
2013-08-13,2013,8,33,Bayonne,10151,1011,8872,268,0.02640133976948084,Bayonne,1
2013-08-14,2013,8,33,Bayonne,10854,1136,9396,322,0.02966648240280081,Bayonne,1
2013-08-15,2013,8,33,Bayonne,11121,1202,9576,343,0.030842550130383957,Bayonne,1
2013-08-16,2013,8,33,Bayonne,11140,1278,9471,391,0.035098743267504486,Bayonne,1
2013-08-17,2013,8,33,Bayonne,8422,1383,6787,252,0.029921633816195677,Bayonne,1
2013-08-18,2013,8,33,Bayonne,7704,1172,6329,203,0.026349948078920042,Bayonne,1
2013-08-19,2013,8,34,Bayonne,10138,1054,8714,370,0.0364963503649635,Bayonne,1
2013-08-20,2013,8,34,Bayonne,10582,1096,9129,357,0.033736533736533736,Bayonne,1
2013-08-21,2013,8,34,Bayonne,10660,1122,9189,349,0.03273921200750469,Bayonne,1
2013-08-22,2013,8,34,Bayonne,10991,1147,9515,329,0.02993358202165408,Bayonne,1
2013-08-23,2013,8,34,Bayonne,11382,1310,9675,397,0.03487963451063082,Bayonne,1
2013-08-24,2013,8,34,Bayonne,8273,1394,6611,268,0.0323945364438535,Bayonne,1
2013-08-25,2013,8,34,Bayonne,8528,1336,6960,232,0.027204502814258912,Bayonne,1
2013-08-26,2013,8,35,Bayonne,10058,1032,8668,358,0.03559355736726984,Bayonne,1
2013-08-27,2013,8,35,Bayonne,10260,1027,8887,346,0.03372319688109162,Bayonne,1
2013-08-28,2013,8,35,Bayonne,10680,1024,9293,363,0.03398876404494382,Bayonne,1
2013-08-29,2013,8,35,Bayonne,10745,1076,9314,355,0.03303862261516985,Bayonne,1
2013-08-30,2013,8,35,Bayonne,11032,1305,9324,403,0.036530094271211025,Bayonne,1
2013-08-31,2013,8,35,Bayonne,7983,1359,6366,258,0.03231867718902668,Bayonne,1
2013-09-01,2013,9,35,Bayonne,7177,1239,5727,211,0.029399470530862476,Bayonne,1
2013-09-02,2013,9,36,Bayonne,6290,952,5172,166,0.026391096979332274,Bayonne,1
2013-09-03,2013,9,36,Bayonne,10461,1086,9007,368,0.03517828123506357,Bayonne,1
2013-09-04,2013,9,36,Bayonne,10725,1016,9341,368,0.03431235431235431,Bayonne,1
2013-09-05,2013,9,36,Bayonne,10463,1051,8994,418,0.0399503010608812,Bayonne,1
2013-09-06,2013,9,36,Bayonne,10478,1162,8947,369,0.03521664439778584,Bayonne,1
2013-09-07,2013,9,36,Bayonne,9105,1306,7479,320,0.03514552443712246,Bayonne,1
2013-09-08,2013,9,36,Bayonne,7258,1115,5966,177,0.0243868834389639,Bayonne,1
2013-09-09,2013,9,37,Bayonne,10331,977,8985,369,0.035717742716097185,Bayonne,1
2013-09-10,2013,9,37,Bayonne,10527,961,9224,342,0.032487888287261325,Bayonne,1
2013-09-11,2013,9,37,Bayonne,10925,1045,9523,357,0.03267734553775744,Bayonne,1
2013-09-12,2013,9,37,Bayonne,10904,1031,9509,364,0.03338224504768892,Bayonne,1
2013-09-13,2013,9,37,Bayonne,10960,1187,9383,390,0.035583941605839414,Bayonne,1
2013-09-14,2013,9,37,Bayonne,8470,1345,6833,292,0.03447461629279811,Bayonne,1
2013-09-15,2013,9,37,Bayonne,6964,1058,5734,172,0.02469844916714532,Bayonne,1
2013-09-16,2013,9,38,Bayonne,10134,982,8783,369,0.03641207815275311,Bayonne,1
2013-09-17,2013,9,38,Bayonne,10339,975,9062,302,0.029209788180675114,Bayonne,1
2013-09-18,2013,9,38,Bayonne,10698,1011,9181,506,0.04729856047859413,Bayonne,1
2013-09-19,2013,9,38,Bayonne,10341,1001,9017,323,0.03123489024272314,Bayonne,1
2013-09-20,2013,9,38,Bayonne,10662,1158,9176,328,0.030763459013318326,Bayonne,1
2013-09-21,2013,9,38,Bayonne,8402,1243,6845,314,0.03737205427279219,Bayonne,1
2013-09-22,2013,9,38,Bayonne,7247,1028,6013,206,0.028425555402235406,Bayonne,1
2013-09-23,2013,9,39,Bayonne,10039,978,8716,345,0.03436597270644486,Bayonne,1
2013-09-24,2013,9,39,Bayonne,10375,981,9065,329,0.031710843373493974,Bayonne,1
2013-09-25,2013,9,39,Bayonne,10339,966,9031,342,0.03307863429732082,Bayonne,1
2013-09-26,2013,9,39,Bayonne,10352,977,9025,350,0.03380989180834621,Bayonne,1
2013-09-27,2013,9,39,Bayonne,10908,1129,9417,362,0.033186651998533184,Bayonne,1
2013-09-28,2013,9,39,Bayonne,8259,1250,6733,276,0.03341808935706502,Bayonne,1
2013-09-29,2013,9,39,Bayonne,7048,1000,5851,197,0.027951191827468785,Bayonne,1
2013-09-30,2013,9,40,Bayonne,10134,965,8808,361,0.03562265640418393,Bayonne,1
2013-10-01,2013,10,40,Bayonne,10415,945,9118,352,0.033797407585213636,Bayonne,1
2013-10-02,2013,10,40,Bayonne,10575,989,9252,335,0.03167848699763593,Bayonne,1
2013-10-03,2013,10,40,Bayonne,10735,1052,9276,407,0.03791336748952026,Bayonne,1
2013-10-04,2013,10,40,Bayonne,11035,1172,9552,312,0.028273674671499775,Bayonne,1
2013-10-05,2013,10,40,Bayonne,7756,1134,6336,286,0.0368746776689015,Bayonne,1
2013-10-06,2013,10,40,Bayonne,7269,1084,6007,178,0.02448754986930802,Bayonne,1
2013-10-07,2013,10,41,Bayonne,9725,906,8458,362,0.037223650385604115,Bayonne,1
2013-10-08,2013,10,41,Bayonne,10214,988,8867,359,0.035147836303113376,Bayonne,1
2013-10-09,2013,10,41,Bayonne,10272,948,8999,325,0.031639408099688474,Bayonne,1
2013-10-10,2013,10,41,Bayonne,10547,1008,9217,322,0.0305300085332322,Bayonne,1
2013-10-11,2013,10,41,Bayonne,10883,1132,9416,335,0.030781953505467242,Bayonne,1
2013-10-12,2013,10,41,Bayonne,8181,1238,6677,266,0.032514362547365845,Bayonne,1
2013-10-13,2013,10,41,Bayonne,7825,1204,6431,190,0.02428115015974441,Bayonne,1
2013-10-14,2013,10,42,Bayonne,9368,1009,8032,327,0.03490606319385141,Bayonne,1
2013-10-15,2013,10,42,Bayonne,10504,1021,9152,331,0.031511805026656514,Bayonne,1
2013-10-16,2013,10,42,Bayonne,10608,969,9329,310,0.029223227752639518,Bayonne,1
2013-10-17,2013,10,42,Bayonne,10521,969,9227,325,0.0308905997528752,Bayonne,1
